,survived,pclass,sex,age,sibsp,parch,fare,embarked,alive,class,deck,alone,who,wc
416,1,2,female,34.0,1,1,32.5,S,True,second,,False,female,w/c
417,1,2,female,18.0,0,2,13.0,S,True,second,,False,female,w/c
418,0,2,male,30.0,0,0,13.0,S,False,second,,True,male,m
419,0,3,female,10.0,0,2,24.15,S,False,third,,False,child,
420,0,3,male,,0,0,7.8958,C,False,third,,True,male,m
421,0,3,male,21.0,0,0,7.7333,Q,False,third,,True,male,m
422,0,3,male,29.0,0,0,7.875,S,False,third,,True,male,m
423,0,3,female,28.0,1,1,14.4,S,False,third,,False,female,w/c
424,0,3,male,18.0,1,1,20.2125,S,False,third,,False,male,m
425,0,3,male,,0,0,7.25,S,False,third,,True,male,m
426,1,2,female,28.0,1,0,26.0,S,True,second,,False,female,w/c
427,1,2,female,19.0,0,0,26.0,S,True,second,,True,female,w/c
428,0,3,male,,0,0,7.75,Q,False,third,,True,male,m
429,1,3,male,32.0,0,0,8.05,S,True,third,,True,male,m
430,1,1,male,28.0,0,0,26.55,S,True,first,,True,male,m
431,1,3,female,,1,0,16.1,S,True,third,,False,female,w/c
432,1,2,female,42.0,1,0,26.0,S,True,second,,False,female,w/c
433,0,3,male,17.0,0,0,7.125,S,False,third,,True,male,m
434,0,1,male,50.0,1,0,55.9,S,False,first,,False,male,m
435,1,1,female,14.0,1,2,120.0,S,True,first,,False,child,
436,0,3,female,21.0,2,2,34.375,S,False,third,,False,female,w/c
437,1,2,female,24.0,2,3,18.75,S,True,second,,False,female,w/c
438,0,1,male,64.0,1,4,263.0,S,False,first,,False,male,m
439,0,2,male,31.0,0,0,10.5,S,False,second,,True,male,m
440,1,2,female,45.0,1,1,26.25,S,True,second,,False,female,w/c
441,0,3,male,20.0,0,0,9.5,S,False,third,,True,male,m
442,0,3,male,25.0,1,0,7.775,S,False,third,,False,male,m
443,1,2,female,28.0,0,0,13.0,S,True,second,,True,female,w/c
444,1,3,male,,0,0,8.1125,S,True,third,,True,male,m
445,1,1,male,4.0,0,2,81.8583,S,True,first,,False,child,
446,1,2,female,13.0,0,1,19.5,S,True,second,,False,child,
447,1,1,male,34.0,0,0,26.55,S,True,first,,True,male,m
448,1,3,female,5.0,2,1,19.2583,C,True,third,,False,child,
449,1,1,male,52.0,0,0,30.5,S,True,first,,True,male,m
450,0,2,male,36.0,1,2,27.75,S,False,second,,False,male,m
451,0,3,male,,1,0,19.9667,S,False,third,,False,male,m
452,0,1,male,30.0,0,0,27.75,C,False,first,,True,male,m
453,1,1,male,49.0,1,0,89.1042,C,True,first,,False,male,m
454,0,3,male,,0,0,8.05,S,False,third,,True,male,m
455,1,3,male,29.0,0,0,7.8958,C,True,third,,True,male,m
456,0,1,male,65.0,0,0,26.55,S,False,first,,True,male,m
457,1,1,female,,1,0,51.8625,S,True,first,,False,female,w/c
458,1,2,female,50.0,0,0,10.5,S,True,second,,True,female,w/c
459,0,3,male,,0,0,7.75,Q,False,third,,True,male,m
460,1,1,male,48.0,0,0,26.55,S,True,first,,True,male,m
461,0,3,male,34.0,0,0,8.05,S,False,third,,True,male,m
462,0,1,male,47.0,0,0,38.5,S,False,first,,True,male,m
463,0,2,male,48.0,0,0,13.0,S,False,second,,True,male,m
464,0,3,male,,0,0,8.05,S,False,third,,True,male,m
465,0,3,male,38.0,0,0,7.05,S,False,third,,True,male,m
466,0,2,male,,0,0,0.0,S,False,second,,True,male,m
467,0,1,male,56.0,0,0,26.55,S,False,first,,True,male,m
468,0,3,male,,0,0,7.725,Q,False,third,,True,male,m
469,1,3,female,0.75,2,1,19.2583,C,True,third,,False,child,
470,0,3,male,,0,0,7.25,S,False,third,,True,male,m
471,0,3,male,38.0,0,0,8.6625,S,False,third,,True,male,m
472,1,2,female,33.0,1,2,27.75,S,True,second,,False,female,w/c
473,1,2,female,23.0,0,0,13.7917,C,True,second,,True,female,w/c
474,0,3,female,22.0,0,0,9.8375,S,False,third,,True,female,w/c
475,0,1,male,,0,0,52.0,S,False,first,,True,male,m
476,0,2,male,34.0,1,0,21.0,S,False,second,,False,male,m
477,0,3,male,29.0,1,0,7.0458,S,False,third,,False,male,m
478,0,3,male,22.0,0,0,7.5208,S,False,third,,True,male,m
479,1,3,female,2.0,0,1,12.2875,S,True,third,,False,child,
480,0,3,male,9.0,5,2,46.9,S,False,third,,False,child,
481,0,2,male,,0,0,0.0,S,False,second,,True,male,m
482,0,3,male,50.0,0,0,8.05,S,False,third,,True,male,m
483,1,3,female,63.0,0,0,9.5875,S,True,third,,True,female,w/c
484,1,1,male,25.0,1,0,91.0792,C,True,first,,False,male,m
485,0,3,female,,3,1,25.4667,S,False,third,,False,female,w/c
486,1,1,female,35.0,1,0,90.0,S,True,first,,False,female,w/c
487,0,1,male,58.0,0,0,29.7,C,False,first,,True,male,m
488,0,3,male,30.0,0,0,8.05,S,False,third,,True,male,m
489,1,3,male,9.0,1,1,15.9,S,True,third,,False,child,
490,0,3,male,,1,0,19.9667,S,False,third,,False,male,m
491,0,3,male,21.0,0,0,7.25,S,False,third,,True,male,m
492,0,1,male,55.0,0,0,30.5,S,False,first,,True,male,m
493,0,1,male,71.0,0,0,49.5042,C,False,first,,True,male,m
494,0,3,male,21.0,0,0,8.05,S,False,third,,True,male,m
495,0,3,male,,0,0,14.4583,C,False,third,,True,male,m
496,1,1,female,54.0,1,0,78.2667,C,True,first,,False,female,w/c
497,0,3,male,,0,0,15.1,S,False,third,,True,male,m
498,0,1,female,25.0,1,2,151.55,S,False,first,,False,female,w/c
499,0,3,male,24.0,0,0,7.7958,S,False,third,,True,male,m
500,0,3,male,17.0,0,0,8.6625,S,False,third,,True,male,m
501,0,3,female,21.0,0,0,7.75,Q,False,third,,True,female,w/c
502,0,3,female,,0,0,7.6292,Q,False,third,,True,female,w/c
503,0,3,female,37.0,0,0,9.5875,S,False,third,,True,female,w/c
504,1,1,female,16.0,0,0,86.5,S,True,first,,True,female,w/c
505,0,1,male,18.0,1,0,108.9,C,False,first,,False,male,m
506,1,2,female,33.0,0,2,26.0,S,True,second,,False,female,w/c
507,1,1,male,,0,0,26.55,S,True,first,,True,male,m
508,0,3,male,28.0,0,0,22.525,S,False,third,,True,male,m
509,1,3,male,26.0,0,0,56.4958,S,True,third,,True,male,m
510,1,3,male,29.0,0,0,7.75,Q,True,third,,True,male,m
511,0,3,male,,0,0,8.05,S,False,third,,True,male,m
512,1,1,male,36.0,0,0,26.2875,S,True,first,,True,male,m
513,1,1,female,54.0,1,0,59.4,C,True,first,,False,female,w/c
514,0,3,male,24.0,0,0,7.4958,S,False,third,,True,male,m
515,0,1,male,47.0,0,0,34.0208,S,False,first,,True,male,m
516,1,2,female,34.0,0,0,10.5,S,True,second,,True,female,w/c
517,0,3,male,,0,0,24.15,Q,False,third,,True,male,m
518,1,2,female,36.0,1,0,26.0,S,True,second,,False,female,w/c
519,0,3,male,32.0,0,0,7.8958,S,False,third,,True,male,m
520,1,1,female,30.0,0,0,93.5,S,True,first,,True,female,w/c
521,0,3,male,22.0,0,0,7.8958,S,False,third,,True,male,m
522,0,3,male,,0,0,7.225,C,False,third,,True,male,m
523,1,1,female,44.0,0,1,57.9792,C,True,first,,False,female,w/c
524,0,3,male,,0,0,7.2292,C,False,third,,True,male,m
525,0,3,male,40.5,0,0,7.75,Q,False,third,,True,male,m
526,1,2,female,50.0,0,0,10.5,S,True,second,,True,female,w/c
527,0,1,male,,0,0,221.7792,S,False,first,,True,male,m
528,0,3,male,39.0,0,0,7.925,S,False,third,,True,male,m
529,0,2,male,23.0,2,1,11.5,S,False,second,,False,male,m
530,1,2,female,2.0,1,1,26.0,S,True,second,,False,child,
531,0,3,male,,0,0,7.2292,C,False,third,,True,male,m
532,0,3,male,17.0,1,1,7.2292,C,False,third,,False,male,m
533,1,3,female,,0,2,22.3583,C,True,third,,False,female,w/c
534,0,3,female,30.0,0,0,8.6625,S,False,third,,True,female,w/c
535,1,2,female,7.0,0,2,26.25,S,True,second,,False,child,
536,0,1,male,45.0,0,0,26.55,S,False,first,,True,male,m
537,1,1,female,30.0,0,0,106.425,C,True,first,,True,female,w/c
538,0,3,male,,0,0,14.5,S,False,third,,True,male,m
539,1,1,female,22.0,0,2,49.5,C,True,first,,False,female,w/c
540,1,1,female,36.0,0,2,71.0,S,True,first,,False,female,w/c
541,0,3,female,9.0,4,2,31.275,S,False,third,,False,child,
542,0,3,female,11.0,4,2,31.275,S,False,third,,False,child,
543,1,2,male,32.0,1,0,26.0,S,True,second,,False,male,m
544,0,1,male,50.0,1,0,106.425,C,False,first,,False,male,m
545,0,1,male,64.0,0,0,26.0,S,False,first,,True,male,m
546,1,2,female,19.0,1,0,26.0,S,True,second,,False,female,w/c
547,1,2,male,,0,0,13.8625,C,True,second,,True,male,m
548,0,3,male,33.0,1,1,20.525,S,False,third,,False,male,m
549,1,2,male,8.0,1,1,36.75,S,True,second,,False,child,
550,1,1,male,17.0,0,2,110.8833,C,True,first,,False,male,m
551,0,2,male,27.0,0,0,26.0,S,False,second,,True,male,m
552,0,3,male,,0,0,7.8292,Q,False,third,,True,male,m
553,1,3,male,22.0,0,0,7.225,C,True,third,,True,male,m
554,1,3,female,22.0,0,0,7.775,S,True,third,,True,female,w/c
555,0,1,male,62.0,0,0,26.55,S,False,first,,True,male,m
556,1,1,female,48.0,1,0,39.6,C,True,first,,False,female,w/c
557,0,1,male,,0,0,227.525,C,False,first,,True,male,m
558,1,1,female,39.0,1,1,79.65,S,True,first,,False,female,w/c
559,1,3,female,36.0,1,0,17.4,S,True,third,,False,female,w/c
560,0,3,male,,0,0,7.75,Q,False,third,,True,male,m
561,0,3,male,40.0,0,0,7.8958,S,False,third,,True,male,m
562,0,2,male,28.0,0,0,13.5,S,False,second,,True,male,m
563,0,3,male,,0,0,8.05,S,False,third,,True,male,m
564,0,3,female,,0,0,8.05,S,False,third,,True,female,w/c
565,0,3,male,24.0,2,0,24.15,S,False,third,,False,male,m
566,0,3,male,19.0,0,0,7.8958,S,False,third,,True,male,m
567,0,3,female,29.0,0,4,21.075,S,False,third,,False,female,w/c
568,0,3,male,,0,0,7.2292,C,False,third,,True,male,m
569,1,3,male,32.0,0,0,7.8542,S,True,third,,True,male,m
570,1,2,male,62.0,0,0,10.5,S,True,second,,True,male,m
571,1,1,female,53.0,2,0,51.4792,S,True,first,,False,female,w/c
572,1,1,male,36.0,0,0,26.3875,S,True,first,,True,male,m
573,1,3,female,,0,0,7.75,Q,True,third,,True,female,w/c
574,0,3,male,16.0,0,0,8.05,S,False,third,,True,male,m
575,0,3,male,19.0,0,0,14.5,S,False,third,,True,male,m
576,1,2,female,34.0,0,0,13.0,S,True,second,,True,female,w/c
577,1,1,female,39.0,1,0,55.9,S,True,first,,False,female,w/c
578,0,3,female,,1,0,14.4583,C,False,third,,False,female,w/c
579,1,3,male,32.0,0,0,7.925,S,True,third,,True,male,m
580,1,2,female,25.0,1,1,30.0,S,True,second,,False,female,w/c
581,1,1,female,39.0,1,1,110.8833,C,True,first,,False,female,w/c
582,0,2,male,54.0,0,0,26.0,S,False,second,,True,male,m
583,0,1,male,36.0,0,0,40.125,C,False,first,,True,male,m
584,0,3,male,,0,0,8.7125,C,False,third,,True,male,m
585,1,1,female,18.0,0,2,79.65,S,True,first,,False,female,w/c
586,0,2,male,47.0,0,0,15.0,S,False,second,,True,male,m
587,1,1,male,60.0,1,1,79.2,C,True,first,,False,male,m
588,0,3,male,22.0,0,0,8.05,S,False,third,,True,male,m
589,0,3,male,,0,0,8.05,S,False,third,,True,male,m
590,0,3,male,35.0,0,0,7.125,S,False,third,,True,male,m
591,1,1,female,52.0,1,0,78.2667,C,True,first,,False,female,w/c
592,0,3,male,47.0,0,0,7.25,S,False,third,,True,male,m
593,0,3,female,,0,2,7.75,Q,False,third,,False,female,w/c
594,0,2,male,37.0,1,0,26.0,S,False,second,,False,male,m
595,0,3,male,36.0,1,1,24.15,S,False,third,,False,male,m
596,1,2,female,,0,0,33.0,S,True,second,,True,female,w/c
597,0,3,male,49.0,0,0,0.0,S,False,third,,True,male,m
598,0,3,male,,0,0,7.225,C,False,third,,True,male,m
599,1,1,male,49.0,1,0,56.9292,C,True,first,,False,male,m
600,1,2,female,24.0,2,1,27.0,S,True,second,,False,female,w/c
601,0,3,male,,0,0,7.8958,S,False,third,,True,male,m
602,0,1,male,,0,0,42.4,S,False,first,,True,male,m
603,0,3,male,44.0,0,0,8.05,S,False,third,,True,male,m
604,1,1,male,35.0,0,0,26.55,C,True,first,,True,male,m
605,0,3,male,36.0,1,0,15.55,S,False,third,,False,male,m
606,0,3,male,30.0,0,0,7.8958,S,False,third,,True,male,m
607,1,1,male,27.0,0,0,30.5,S,True,first,,True,male,m
608,1,2,female,22.0,1,2,41.5792,C,True,second,,False,female,w/c
609,1,1,female,40.0,0,0,153.4625,S,True,first,,True,female,w/c
610,0,3,female,39.0,1,5,31.275,S,False,third,,False,female,w/c
611,0,3,male,,0,0,7.05,S,False,third,,True,male,m
612,1,3,female,,1,0,15.5,Q,True,third,,False,female,w/c
613,0,3,male,,0,0,7.75,Q,False,third,,True,male,m
614,0,3,male,35.0,0,0,8.05,S,False,third,,True,male,m
615,1,2,female,24.0,1,2,65.0,S,True,second,,False,female,w/c
616,0,3,male,34.0,1,1,14.4,S,False,third,,False,male,m
617,0,3,female,26.0,1,0,16.1,S,False,third,,False,female,w/c
618,1,2,female,4.0,2,1,39.0,S,True,second,,False,child,
619,0,2,male,26.0,0,0,10.5,S,False,second,,True,male,m
620,0,3,male,27.0,1,0,14.4542,C,False,third,,False,male,m
621,1,1,male,42.0,1,0,52.5542,S,True,first,,False,male,m
622,1,3,male,20.0,1,1,15.7417,C,True,third,,False,male,m
623,0,3,male,21.0,0,0,7.8542,S,False,third,,True,male,m
624,0,3,male,21.0,0,0,16.1,S,False,third,,True,male,m
625,0,1,male,61.0,0,0,32.3208,S,False,first,,True,male,m
626,0,2,male,57.0,0,0,12.35,Q,False,second,,True,male,m
627,1,1,female,21.0,0,0,77.9583,S,True,first,,True,female,w/c
628,0,3,male,26.0,0,0,7.8958,S,False,third,,True,male,m
629,0,3,male,,0,0,7.7333,Q,False,third,,True,male,m
630,1,1,male,80.0,0,0,30.0,S,True,first,,True,male,m
631,0,3,male,51.0,0,0,7.0542,S,False,third,,True,male,m
632,1,1,male,32.0,0,0,30.5,C,True,first,,True,male,m
633,0,1,male,,0,0,0.0,S,False,first,,True,male,m
634,0,3,female,9.0,3,2,27.9,S,False,third,,False,child,
635,1,2,female,28.0,0,0,13.0,S,True,second,,True,female,w/c
636,0,3,male,32.0,0,0,7.925,S,False,third,,True,male,m
637,0,2,male,31.0,1,1,26.25,S,False,second,,False,male,m
638,0,3,female,41.0,0,5,39.6875,S,False,third,,False,female,w/c
639,0,3,male,,1,0,16.1,S,False,third,,False,male,m
640,0,3,male,20.0,0,0,7.8542,S,False,third,,True,male,m
641,1,1,female,24.0,0,0,69.3,C,True,first,,True,female,w/c
642,0,3,female,2.0,3,2,27.9,S,False,third,,False,child,
643,1,3,male,,0,0,56.4958,S,True,third,,True,male,m
644,1,3,female,0.75,2,1,19.2583,C,True,third,,False,child,
645,1,1,male,48.0,1,0,76.7292,C,True,first,,False,male,m
646,0,3,male,19.0,0,0,7.8958,S,False,third,,True,male,m
647,1,1,male,56.0,0,0,35.5,C,True,first,,True,male,m
648,0,3,male,,0,0,7.55,S,False,third,,True,male,m
649,1,3,female,23.0,0,0,7.55,S,True,third,,True,female,w/c
650,0,3,male,,0,0,7.8958,S,False,third,,True,male,m
651,1,2,female,18.0,0,1,23.0,S,True,second,,False,female,w/c
652,0,3,male,21.0,0,0,8.4333,S,False,third,,True,male,m
653,1,3,female,,0,0,7.8292,Q,True,third,,True,female,w/c
654,0,3,female,18.0,0,0,6.75,Q,False,third,,True,female,w/c
655,0,2,male,24.0,2,0,73.5,S,False,second,,False,male,m
656,0,3,male,,0,0,7.8958,S,False,third,,True,male,m
657,0,3,female,32.0,1,1,15.5,Q,False,third,,False,female,w/c
658,0,2,male,23.0,0,0,13.0,S,False,second,,True,male,m
659,0,1,male,58.0,0,2,113.275,C,False,first,,False,male,m
660,1,1,male,50.0,2,0,133.65,S,True,first,,False,male,m
661,0,3,male,40.0,0,0,7.225,C,False,third,,True,male,m
662,0,1,male,47.0,0,0,25.5875,S,False,first,,True,male,m
663,0,3,male,36.0,0,0,7.4958,S,False,third,,True,male,m
664,1,3,male,20.0,1,0,7.925,S,True,third,,False,male,m
665,0,2,male,32.0,2,0,73.5,S,False,second,,False,male,m
666,0,2,male,25.0,0,0,13.0,S,False,second,,True,male,m
667,0,3,male,,0,0,7.775,S,False,third,,True,male,m
668,0,3,male,43.0,0,0,8.05,S,False,third,,True,male,m
669,1,1,female,,1,0,52.0,S,True,first,,False,female,w/c
670,1,2,female,40.0,1,1,39.0,S,True,second,,False,female,w/c
671,0,1,male,31.0,1,0,52.0,S,False,first,,False,male,m
672,0,2,male,70.0,0,0,10.5,S,False,second,,True,male,m
673,1,2,male,31.0,0,0,13.0,S,True,second,,True,male,m
674,0,2,male,,0,0,0.0,S,False,second,,True,male,m
675,0,3,male,18.0,0,0,7.775,S,False,third,,True,male,m
676,0,3,male,24.5,0,0,8.05,S,False,third,,True,male,m
677,1,3,female,18.0,0,0,9.8417,S,True,third,,True,female,w/c
678,0,3,female,43.0,1,6,46.9,S,False,third,,False,female,w/c
679,1,1,male,36.0,0,1,512.3292,C,True,first,,False,male,m
680,0,3,female,,0,0,8.1375,Q,False,third,,True,female,w/c
681,1,1,male,27.0,0,0,76.7292,C,True,first,,True,male,m
682,0,3,male,20.0,0,0,9.225,S,False,third,,True,male,m
683,0,3,male,14.0,5,2,46.9,S,False,third,,False,child,
684,0,2,male,60.0,1,1,39.0,S,False,second,,False,male,m
685,0,2,male,25.0,1,2,41.5792,C,False,second,,False,male,m
686,0,3,male,14.0,4,1,39.6875,S,False,third,,False,child,
687,0,3,male,19.0,0,0,10.1708,S,False,third,,True,male,m
688,0,3,male,18.0,0,0,7.7958,S,False,third,,True,male,m
689,1,1,female,15.0,0,1,211.3375,S,True,first,,False,child,
690,1,1,male,31.0,1,0,57.0,S,True,first,,False,male,m
691,1,3,female,4.0,0,1,13.4167,C,True,third,,False,child,
692,1,3,male,,0,0,56.4958,S,True,third,,True,male,m
693,0,3,male,25.0,0,0,7.225,C,False,third,,True,male,m
694,0,1,male,60.0,0,0,26.55,S,False,first,,True,male,m
695,0,2,male,52.0,0,0,13.5,S,False,second,,True,male,m
696,0,3,male,44.0,0,0,8.05,S,False,third,,True,male,m
697,1,3,female,,0,0,7.7333,Q,True,third,,True,female,w/c
698,0,1,male,49.0,1,1,110.8833,C,False,first,,False,male,m
699,0,3,male,42.0,0,0,7.65,S,False,third,,True,male,m
700,1,1,female,18.0,1,0,227.525,C,True,first,,False,female,w/c
701,1,1,male,35.0,0,0,26.2875,S,True,first,,True,male,m
702,0,3,female,18.0,0,1,14.4542,C,False,third,,False,female,w/c
703,0,3,male,25.0,0,0,7.7417,Q,False,third,,True,male,m
704,0,3,male,26.0,1,0,7.8542,S,False,third,,False,male,m
705,0,2,male,39.0,0,0,26.0,S,False,second,,True,male,m
706,1,2,female,45.0,0,0,13.5,S,True,second,,True,female,w/c
707,1,1,male,42.0,0,0,26.2875,S,True,first,,True,male,m
708,1,1,female,22.0,0,0,151.55,S,True,first,,True,female,w/c
709,1,3,male,,1,1,15.2458,C,True,third,,False,male,m
710,1,1,female,24.0,0,0,49.5042,C,True,first,,True,female,w/c
711,0,1,male,,0,0,26.55,S,False,first,,True,male,m
712,1,1,male,48.0,1,0,52.0,S,True,first,,False,male,m
713,0,3,male,29.0,0,0,9.4833,S,False,third,,True,male,m
714,0,2,male,52.0,0,0,13.0,S,False,second,,True,male,m
715,0,3,male,19.0,0,0,7.65,S,False,third,,True,male,m
716,1,1,female,38.0,0,0,227.525,C,True,first,,True,female,w/c
717,1,2,female,27.0,0,0,10.5,S,True,second,,True,female,w/c
718,0,3,male,,0,0,15.5,Q,False,third,,True,male,m
719,0,3,male,33.0,0,0,7.775,S,False,third,,True,male,m
720,1,2,female,6.0,0,1,33.0,S,True,second,,False,child,
721,0,3,male,17.0,1,0,7.0542,S,False,third,,False,male,m
722,0,2,male,34.0,0,0,13.0,S,False,second,,True,male,m
723,0,2,male,50.0,0,0,13.0,S,False,second,,True,male,m
724,1,1,male,27.0,1,0,53.1,S,True,first,,False,male,m
725,0,3,male,20.0,0,0,8.6625,S,False,third,,True,male,m
726,1,2,female,30.0,3,0,21.0,S,True,second,,False,female,w/c
727,1,3,female,,0,0,7.7375,Q,True,third,,True,female,w/c
728,0,2,male,25.0,1,0,26.0,S,False,second,,False,male,m
729,0,3,female,25.0,1,0,7.925,S,False,third,,False,female,w/c
730,1,1,female,29.0,0,0,211.3375,S,True,first,,True,female,w/c
731,0,3,male,11.0,0,0,18.7875,C,False,third,,True,child,
732,0,2,male,,0,0,0.0,S,False,second,,True,male,m
733,0,2,male,23.0,0,0,13.0,S,False,second,,True,male,m
734,0,2,male,23.0,0,0,13.0,S,False,second,,True,male,m
735,0,3,male,28.5,0,0,16.1,S,False,third,,True,male,m
736,0,3,female,48.0,1,3,34.375,S,False,third,,False,female,w/c
737,1,1,male,35.0,0,0,512.3292,C,True,first,,True,male,m
738,0,3,male,,0,0,7.8958,S,False,third,,True,male,m
739,0,3,male,,0,0,7.8958,S,False,third,,True,male,m
740,1,1,male,,0,0,30.0,S,True,first,,True,male,m
741,0,1,male,36.0,1,0,78.85,S,False,first,,False,male,m
742,1,1,female,21.0,2,2,262.375,C,True,first,,False,female,w/c
743,0,3,male,24.0,1,0,16.1,S,False,third,,False,male,m
744,1,3,male,31.0,0,0,7.925,S,True,third,,True,male,m
745,0,1,male,70.0,1,1,71.0,S,False,first,,False,male,m
746,0,3,male,16.0,1,1,20.25,S,False,third,,False,male,m
747,1,2,female,30.0,0,0,13.0,S,True,second,,True,female,w/c
748,0,1,male,19.0,1,0,53.1,S,False,first,,False,male,m
749,0,3,male,31.0,0,0,7.75,Q,False,third,,True,male,m
750,1,2,female,4.0,1,1,23.0,S,True,second,,False,child,
751,1,3,male,6.0,0,1,12.475,S,True,third,,False,child,
752,0,3,male,33.0,0,0,9.5,S,False,third,,True,male,m
753,0,3,male,23.0,0,0,7.8958,S,False,third,,True,male,m
754,1,2,female,48.0,1,2,65.0,S,True,second,,False,female,w/c
755,1,2,male,0.67,1,1,14.5,S,True,second,,False,child,
756,0,3,male,28.0,0,0,7.7958,S,False,third,,True,male,m
757,0,2,male,18.0,0,0,11.5,S,False,second,,True,male,m
758,0,3,male,34.0,0,0,8.05,S,False,third,,True,male,m
759,1,1,female,33.0,0,0,86.5,S,True,first,,True,female,w/c
760,0,3,male,,0,0,14.5,S,False,third,,True,male,m
761,0,3,male,41.0,0,0,7.125,S,False,third,,True,male,m
762,1,3,male,20.0,0,0,7.2292,C,True,third,,True,male,m
763,1,1,female,36.0,1,2,120.0,S,True,first,,False,female,w/c
764,0,3,male,16.0,0,0,7.775,S,False,third,,True,male,m
765,1,1,female,51.0,1,0,77.9583,S,True,first,,False,female,w/c
766,0,1,male,,0,0,39.6,C,False,first,,True,male,m
767,0,3,female,30.5,0,0,7.75,Q,False,third,,True,female,w/c
768,0,3,male,,1,0,24.15,Q,False,third,,False,male,m
769,0,3,male,32.0,0,0,8.3625,S,False,third,,True,male,m
770,0,3,male,24.0,0,0,9.5,S,False,third,,True,male,m
771,0,3,male,48.0,0,0,7.8542,S,False,third,,True,male,m
772,0,2,female,57.0,0,0,10.5,S,False,second,,True,female,w/c
773,0,3,male,,0,0,7.225,C,False,third,,True,male,m
774,1,2,female,54.0,1,3,23.0,S,True,second,,False,female,w/c
775,0,3,male,18.0,0,0,7.75,S,False,third,,True,male,m
776,0,3,male,,0,0,7.75,Q,False,third,,True,male,m
777,1,3,female,5.0,0,0,12.475,S,True,third,,True,child,
778,0,3,male,,0,0,7.7375,Q,False,third,,True,male,m
779,1,1,female,43.0,0,1,211.3375,S,True,first,,False,female,w/c
780,1,3,female,13.0,0,0,7.2292,C,True,third,,True,child,
781,1,1,female,17.0,1,0,57.0,S,True,first,,False,female,w/c
782,0,1,male,29.0,0,0,30.0,S,False,first,,True,male,m
783,0,3,male,,1,2,23.45,S,False,third,,False,male,m
784,0,3,male,25.0,0,0,7.05,S,False,third,,True,male,m
785,0,3,male,25.0,0,0,7.25,S,False,third,,True,male,m
786,1,3,female,18.0,0,0,7.4958,S,True,third,,True,female,w/c
787,0,3,male,8.0,4,1,29.125,Q,False,third,,False,child,
788,1,3,male,1.0,1,2,20.575,S,True,third,,False,child,
789,0,1,male,46.0,0,0,79.2,C,False,first,,True,male,m
790,0,3,male,,0,0,7.75,Q,False,third,,True,male,m
791,0,2,male,16.0,0,0,26.0,S,False,second,,True,male,m
792,0,3,female,,8,2,69.55,S,False,third,,False,female,w/c
793,0,1,male,,0,0,30.6958,C,False,first,,True,male,m
794,0,3,male,25.0,0,0,7.8958,S,False,third,,True,male,m
795,0,2,male,39.0,0,0,13.0,S,False,second,,True,male,m
796,1,1,female,49.0,0,0,25.9292,S,True,first,,True,female,w/c
797,1,3,female,31.0,0,0,8.6833,S,True,third,,True,female,w/c
798,0,3,male,30.0,0,0,7.2292,C,False,third,,True,male,m
799,0,3,female,30.0,1,1,24.15,S,False,third,,False,female,w/c
800,0,2,male,34.0,0,0,13.0,S,False,second,,True,male,m
801,1,2,female,31.0,1,1,26.25,S,True,second,,False,female,w/c
802,1,1,male,11.0,1,2,120.0,S,True,first,,False,child,
803,1,3,male,0.42,0,1,8.5167,C,True,third,,False,child,
804,1,3,male,27.0,0,0,6.975,S,True,third,,True,male,m
805,0,3,male,31.0,0,0,7.775,S,False,third,,True,male,m
806,0,1,male,39.0,0,0,0.0,S,False,first,,True,male,m
807,0,3,female,18.0,0,0,7.775,S,False,third,,True,female,w/c
808,0,2,male,39.0,0,0,13.0,S,False,second,,True,male,m
809,1,1,female,33.0,1,0,53.1,S,True,first,,False,female,w/c
810,0,3,male,26.0,0,0,7.8875,S,False,third,,True,male,m
811,0,3,male,39.0,0,0,24.15,S,False,third,,True,male,m
812,0,2,male,35.0,0,0,10.5,S,False,second,,True,male,m
813,0,3,female,6.0,4,2,31.275,S,False,third,,False,child,
814,0,3,male,30.5,0,0,8.05,S,False,third,,True,male,m
815,0,1,male,,0,0,0.0,S,False,first,,True,male,m
816,0,3,female,23.0,0,0,7.925,S,False,third,,True,female,w/c
817,0,2,male,31.0,1,1,37.0042,C,False,second,,False,male,m
818,0,3,male,43.0,0,0,6.45,S,False,third,,True,male,m
819,0,3,male,10.0,3,2,27.9,S,False,third,,False,child,
820,1,1,female,52.0,1,1,93.5,S,True,first,,False,female,w/c
821,1,3,male,27.0,0,0,8.6625,S,True,third,,True,male,m
822,0,1,male,38.0,0,0,0.0,S,False,first,,True,male,m
823,1,3,female,27.0,0,1,12.475,S,True,third,,False,female,w/c
824,0,3,male,2.0,4,1,39.6875,S,False,third,,False,child,
825,0,3,male,,0,0,6.95,Q,False,third,,True,male,m
826,0,3,male,,0,0,56.4958,S,False,third,,True,male,m
827,1,2,male,1.0,0,2,37.0042,C,True,second,,False,child,
828,1,3,male,,0,0,7.75,Q,True,third,,True,male,m
829,1,1,female,62.0,0,0,80.0,,True,first,,True,female,w/c
830,1,3,female,15.0,1,0,14.4542,C,True,third,,False,child,
831,1,2,male,0.83,1,1,18.75,S,True,second,,False,child,
832,0,3,male,,0,0,7.2292,C,False,third,,True,male,m
833,0,3,male,23.0,0,0,7.8542,S,False,third,,True,male,m
834,0,3,male,18.0,0,0,8.3,S,False,third,,True,male,m
